UserID,task_completion_rate,overdue_rate,rating,leave_count,Turnover
121,1.0,0.0,5.0,2,0
122,1.0,0.0,3.9,2,0
123,0.54,0.15,4.93,1,0
124,0.27,0.18,4.15,3,1
125,0.75,0.0,3.79,2,0
126,0.47,0.13,3.3,1,0
127,0.67,0.07,3.23,1,0
128,0.88,0.06,2.82,0,0
129,0.0,0.5,1.69,4,0
130,0.76,0.0,4.76,2,0
131,0.38,0.38,3.09,1,0
132,0.35,0.2,3.1,2,0
133,0.7,0.05,4.32,0,0
134,0.83,0.0,4.44,1,0
135,0.75,0.25,3.61,2,0
136,0.85,0.08,4.71,0,0
137,1.0,0.0,3.8,1,0
138,0.8,0.0,5.0,2,1
139,0.74,0.05,4.43,0,0
140,0.23,0.23,3.13,3,1
141,0.5,0.0,3.45,1,1
142,0.5,0.2,4.76,2,0
143,0.43,0.0,5.0,0,1
144,1.0,0.1,4.59,1,0
145,0.72,0.06,4.5,0,1
146,0.25,0.38,1.5,2,1
147,0.44,0.22,3.85,2,0
148,0.69,0.08,4.26,2,0
149,0.84,0.0,5.0,2,0
150,0.57,0.29,3.16,4,0
151,0.6,0.4,3.77,3,1
152,0.06,0.28,1.89,2,1
153,0.69,0.23,4.21,2,0
154,0.93,0.0,5.0,2,0
155,0.73,0.0,4.89,1,1
156,0.77,0.0,4.53,2,0
157,0.88,0.0,3.77,2,1
158,0.31,0.31,3.45,3,1
159,0.57,0.21,3.89,1,0
160,0.16,0.53,3.02,2,1
161,0.5,0.08,5.0,2,0
162,0.9,0.0,4.26,0,0
163,0.58,0.16,2.69,1,0
164,0.28,0.33,2.33,5,1
165,0.38,0.5,3.56,3,0
166,0.73,0.0,5.0,1,0
167,0.75,0.0,4.8,2,0
168,0.83,0.17,5.0,2,0
169,0.71,0.07,3.86,0,0
170,0.07,0.5,2.17,4,1
171,0.69,0.0,4.67,1,1
172,0.43,0.14,3.68,5,0
173,0.62,0.23,4.01,2,0
174,0.88,0.06,4.87,0,0
175,0.22,0.33,2.87,5,1
176,0.78,0.0,4.55,1,0
177,1.0,0.0,4.21,0,1
178,0.45,0.18,3.71,3,0
179,1.0,0.0,4.47,0,0
180,1.0,0.0,5.0,1,0
181,0.86,0.0,4.25,1,1
182,0.91,0.0,4.89,2,1
183,0.71,0.0,5.0,0,0
184,0.33,0.33,3.2,3,0
185,0.94,0.0,3.98,0,0
186,0.82,0.06,5.0,0,0
187,0.57,0.29,2.86,4,1
188,0.81,0.06,4.49,2,0
189,0.76,0.0,5.0,1,0
190,1.0,0.06,5.0,0,0
191,0.72,0.06,4.17,0,0
192,0.72,0.0,3.97,1,0
193,0.29,0.36,2.82,1,1
194,0.77,0.08,4.33,0,0
195,0.5,0.17,3.12,1,0
196,0.43,0.14,3.49,4,1
197,0.27,0.18,3.38,1,0
198,0.42,0.37,2.81,3,0
199,0.11,0.33,2.45,3,1
200,0.65,0.29,3.67,1,0
201,0.89,0.0,5.0,0,0
202,0.64,0.36,4.2,4,0
203,0.75,0.0,3.62,0,0
204,0.33,0.4,2.78,2,1
205,0.15,0.23,2.13,4,0
206,0.43,0.29,4.57,4,1
207,0.18,0.47,3.45,3,1
208,0.17,0.5,3.02,3,0
209,0.06,0.5,2.29,3,1
210,0.55,0.18,4.39,0,0
211,0.3,0.3,2.31,4,1
212,0.8,0.07,4.04,1,1
213,0.53,0.0,4.6,1,0
214,0.65,0.29,4.42,3,1
215,0.95,0.05,3.88,0,0
216,0.88,0.0,4.99,1,0
217,0.32,0.11,3.6,2,1
218,1.0,0.0,5.0,1,0
219,1.0,0.08,4.8,0,0
220,0.71,0.0,3.98,2,0
221,0.71,0.0,4.49,1,1
222,0.17,0.33,3.51,3,0
223,0.6,0.33,3.49,2,0
224,0.64,0.21,4.03,1,0
225,0.36,0.18,3.3,1,0
226,0.79,0.14,5.0,0,0
227,0.53,0.12,3.48,1,1
228,0.53,0.16,2.98,2,0
229,0.14,0.57,2.43,2,1
230,0.58,0.25,2.97,2,0
231,0.75,0.2,4.09,2,1
232,0.57,0.0,4.12,0,0
233,0.62,0.25,3.31,4,0
234,0.75,0.08,5.0,2,0
235,1.0,0.07,4.8,1,1
236,0.42,0.5,3.74,2,0
237,1.0,0.07,5.0,0,0
238,0.53,0.07,3.55,2,0
239,0.55,0.15,5.0,1,1
240,1.0,0.0,3.66,1,0
241,0.79,0.07,5.0,2,0
242,0.62,0.31,4.17,2,1
243,0.83,0.08,3.72,0,0
244,0.43,0.14,3.23,2,0
245,0.62,0.0,4.97,1,0
246,0.71,0.14,3.36,1,0
247,0.75,0.1,4.16,1,0
248,0.44,0.22,2.98,1,1
249,1.0,0.0,4.85,0,0
250,0.17,0.17,3.95,4,1
251,0.71,0.0,3.45,1,0
252,0.58,0.16,3.14,4,0
253,0.55,0.3,3.54,1,0
254,0.63,0.16,2.45,2,0
255,0.74,0.0,4.83,0,0
256,1.0,0.0,4.87,1,0
257,0.75,0.0,4.2,1,0
258,0.67,0.0,3.7,0,0
259,1.0,0.0,5.0,2,0
260,0.27,0.2,4.03,2,0
261,0.43,0.14,3.2,3,0
262,0.23,0.38,2.54,3,1
263,0.36,0.27,3.22,1,1
264,0.84,0.21,4.74,0,1
265,0.75,0.25,3.33,1,0
266,0.5,0.33,3.73,2,0
267,0.83,0.0,3.83,0,0
268,0.79,0.21,4.03,0,0
269,0.07,0.21,2.62,2,1
270,0.94,0.06,5.0,2,0
271,0.83,0.0,3.84,2,0
272,0.28,0.22,3.31,1,1
273,1.0,0.0,4.94,1,0
274,0.5,0.25,3.54,1,0
275,0.93,0.0,4.29,2,0
276,0.78,0.0,4.89,1,1
277,0.6,0.1,3.96,0,1
278,0.12,0.35,2.13,3,1
279,0.86,0.07,4.79,1,0
280,0.74,0.05,4.39,0,0
281,0.0,0.5,1.56,3,0
282,0.75,0.25,4.29,2,0
283,0.94,0.0,4.91,1,0
284,0.75,0.0,4.02,1,0
285,0.8,0.15,4.65,2,0
286,0.8,0.07,4.6,0,0
287,0.88,0.0,4.77,1,0
288,1.0,0.0,3.96,1,0
289,0.53,0.11,4.34,2,0
290,0.5,0.12,4.47,2,0
291,0.12,0.25,4.0,3,1
292,0.79,0.21,3.6,0,0
293,0.54,0.15,3.65,3,0
294,0.47,0.24,3.6,1,0
295,0.59,0.18,4.16,2,0
296,1.0,0.0,4.5,0,0
297,0.62,0.0,3.62,1,0
298,0.91,0.09,5.0,2,0
299,0.67,0.0,4.38,1,0
300,0.79,0.0,3.42,0,0
301,0.53,0.33,3.14,2,0
302,0.33,0.11,3.66,2,1
303,0.78,0.0,3.88,0,0
304,0.91,0.09,3.95,0,0
305,0.69,0.23,2.42,1,1
306,0.85,0.08,4.95,2,0
307,0.62,0.08,3.4,1,0
308,0.06,0.47,2.79,2,1
309,0.5,0.0,3.75,0,0
310,0.57,0.14,3.03,1,0
311,1.0,0.0,5.0,1,0
312,0.81,0.0,4.36,2,0
313,0.78,0.0,4.94,2,1
314,0.56,0.22,4.17,3,0
315,0.5,0.17,3.56,1,1
316,0.5,0.25,3.13,1,0
317,0.69,0.06,5.0,0,0
318,0.15,0.31,3.56,5,0
319,0.75,0.0,5.0,2,1
320,0.5,0.31,3.53,2,0
321,0.18,0.53,2.46,4,0
322,0.56,0.22,3.96,2,0
323,0.86,0.0,4.28,0,0
324,0.93,0.07,4.89,1,0
325,0.29,0.57,1.92,5,0
326,0.8,0.1,3.8,1,0
327,0.25,0.38,2.24,3,1
328,0.58,0.21,4.96,3,1
329,1.0,0.0,5.0,2,0
330,0.88,0.0,4.01,0,0
331,1.0,0.0,5.0,1,0
332,0.8,0.1,4.43,0,1
333,0.86,0.0,4.24,1,0
334,0.44,0.12,2.91,1,1
335,0.36,0.18,3.99,4,0
336,0.53,0.18,4.04,2,0
337,0.44,0.11,3.8,2,1
338,0.86,0.07,4.09,1,0
339,0.0,0.14,3.35,3,0
340,0.81,0.06,5.0,0,0
341,0.62,0.12,4.57,1,0
342,0.7,0.2,4.25,1,0
343,0.33,0.44,3.77,4,0
344,0.78,0.0,4.3,0,0
345,0.75,0.0,4.97,2,0
346,0.38,0.31,3.11,2,0
347,0.69,0.23,5.0,0,0
348,0.85,0.08,3.99,0,0
349,0.58,0.11,3.86,1,1
350,1.0,0.0,5.0,2,1
351,0.37,0.21,4.32,1,0
352,0.72,0.0,3.96,1,0
353,1.0,0.0,5.0,2,0
354,0.9,0.0,3.93,0,0
355,0.57,0.14,4.36,1,0
356,0.71,0.0,4.55,2,0
357,0.27,0.27,3.35,2,1
358,0.5,0.1,4.99,0,0
359,0.55,0.09,3.76,2,1
360,0.21,0.37,3.53,3,1
361,0.64,0.21,3.67,1,0
362,0.76,0.18,4.05,0,0
363,0.78,0.06,3.51,1,1
364,1.0,0.0,5.0,1,0
365,0.7,0.05,4.27,0,1
366,0.88,0.06,4.74,2,1
367,0.58,0.21,4.17,1,0
368,0.17,0.56,2.24,3,1
369,0.67,0.0,5.0,0,0
370,0.38,0.25,2.28,4,0
371,0.7,0.25,2.66,2,0
372,0.6,0.15,4.35,2,0
373,0.73,0.09,5.0,1,0
374,0.45,0.27,3.26,4,0
375,0.7,0.25,3.63,1,0
376,0.35,0.24,3.53,4,0
377,0.73,0.18,5.0,1,0
378,0.43,0.21,2.77,1,0
379,0.75,0.25,4.26,2,1
380,0.0,0.17,3.02,2,0
381,0.31,0.5,3.16,4,1
382,0.38,0.19,3.6,2,0
383,0.43,0.36,2.91,2,1
384,0.5,0.0,4.56,1,0
385,0.3,0.3,2.69,3,1
386,0.84,0.11,4.48,2,0
387,0.43,0.0,2.81,2,1
388,0.55,0.18,3.88,2,0
389,1.0,0.0,5.0,2,0
390,1.0,0.0,4.68,0,0
391,0.3,0.4,4.03,2,1
392,1.0,0.06,5.0,0,0
393,0.61,0.06,4.44,2,0
394,0.83,0.0,5.0,0,1
395,0.33,0.33,3.42,1,1
396,0.38,0.12,3.51,3,0
397,0.0,0.5,2.66,2,0
398,0.72,0.06,4.17,2,0
399,0.7,0.0,4.0,0,1
400,0.36,0.43,2.48,4,0
401,1.0,0.0,4.2,0,0
402,0.75,0.0,4.39,1,0
403,0.29,0.21,3.8,3,0
404,0.93,0.07,5.0,2,0
405,0.54,0.23,3.12,0,1
406,0.76,0.06,3.48,1,0
407,0.33,0.17,1.93,3,0
408,0.75,0.06,4.19,1,0
409,0.71,0.06,4.38,1,1
410,0.6,0.2,4.46,0,0
411,0.93,0.07,4.9,2,0
412,0.54,0.15,4.99,0,0
413,0.85,0.0,4.66,0,0
414,0.33,0.11,3.96,3,0
415,0.7,0.05,3.85,0,1
416,0.39,0.22,3.08,1,0
417,0.65,0.12,4.42,0,0
418,0.43,0.29,3.23,3,0
419,0.56,0.12,4.52,2,0
420,0.18,0.27,2.56,3,1
421,1.0,0.0,4.54,0,0
422,0.23,0.31,3.38,3,0
423,0.75,0.25,4.02,1,1
424,0.0,0.43,2.47,4,1
425,0.33,0.39,2.39,4,1
426,0.14,0.14,2.78,3,0
427,0.47,0.18,2.9,3,1
428,0.56,0.38,3.76,3,1
429,0.47,0.13,4.18,2,1
430,0.5,0.0,3.94,2,0
431,0.53,0.05,4.23,0,0
432,0.8,0.0,3.55,2,0
433,0.73,0.0,4.16,1,0
434,0.5,0.25,3.96,1,0
435,0.58,0.25,4.52,0,0
436,0.72,0.06,4.03,2,1
437,0.44,0.19,3.52,3,1
438,0.78,0.0,5.0,0,0
439,0.71,0.0,4.03,0,1
440,0.57,0.14,2.87,4,0
441,0.42,0.58,3.17,5,0
442,0.57,0.14,3.18,0,0
443,0.84,0.0,3.74,1,0
444,0.81,0.06,4.12,2,0
445,0.73,0.0,4.98,2,1
446,0.44,0.0,4.45,2,0
447,0.56,0.12,4.55,3,0
448,0.28,0.33,3.6,2,1
449,0.1,0.4,3.03,5,1
450,0.78,0.0,4.52,0,1
451,0.73,0.07,3.36,1,0
452,0.83,0.0,4.34,0,0
453,0.84,0.0,4.68,2,0
454,0.91,0.0,4.8,0,0
455,0.43,0.43,2.28,4,1
456,0.9,0.0,5.0,2,0
457,0.82,0.24,3.63,1,1
458,0.31,0.31,2.38,1,0
459,0.58,0.21,3.5,4,1
460,0.57,0.07,4.17,0,0
461,0.82,0.0,4.74,0,0
462,0.88,0.0,3.84,1,0
463,0.8,0.0,4.45,2,1
464,0.35,0.4,3.14,1,1
465,0.73,0.0,3.73,1,0
466,0.07,0.27,2.32,2,0
467,0.38,0.44,2.69,3,0
468,0.29,0.36,2.93,2,1
469,0.27,0.18,2.84,2,0
470,0.6,0.3,4.3,1,0
471,0.06,0.35,3.41,2,1
472,0.65,0.3,4.3,3,1
473,0.81,0.06,5.0,2,0
474,0.83,0.08,4.2,1,0
475,0.85,0.08,4.94,1,0
476,0.79,0.07,4.87,2,0
477,0.55,0.0,3.98,1,0
478,0.47,0.2,4.47,4,1
479,0.8,0.15,3.79,1,0
480,0.92,0.08,4.51,1,0
481,0.94,0.0,5.0,1,0
482,0.88,0.0,4.95,1,0
483,0.78,0.0,4.8,0,0
484,0.6,0.13,3.78,0,0
485,0.83,0.0,5.0,1,0
486,0.53,0.0,4.15,0,0
487,0.44,0.33,3.89,1,0
488,0.83,0.0,5.0,2,0
489,0.9,0.1,5.0,1,0
490,0.62,0.25,4.0,1,0
491,0.55,0.05,3.52,2,0
492,1.0,0.0,5.0,1,0
493,0.6,0.1,4.21,1,0
494,0.5,0.25,3.52,1,0
495,0.25,0.25,3.74,1,1
496,0.36,0.18,3.35,5,0
497,0.21,0.43,2.92,4,1
498,0.65,0.15,2.89,0,0
499,0.86,0.0,5.0,1,0
500,0.33,0.17,2.12,1,0
501,0.12,0.5,2.11,4,1
502,0.69,0.19,3.24,2,0
503,0.81,0.06,5.0,0,0
504,1.0,0.0,3.97,0,0
505,0.33,0.33,2.65,1,0
506,0.53,0.2,4.6,2,0
507,0.53,0.4,2.82,2,1
508,0.69,0.0,4.97,0,0
509,0.18,0.59,2.52,5,1
510,0.33,0.17,3.18,1,1
511,0.33,0.0,4.16,4,1
512,0.75,0.0,3.86,2,0
513,0.78,0.0,4.08,0,0
514,0.94,0.06,4.88,2,0
515,0.09,0.36,3.11,5,0
516,0.25,0.38,2.75,4,0
517,0.39,0.33,4.69,5,1
518,0.19,0.5,1.88,4,0
519,0.9,0.1,3.83,1,1
520,0.75,0.0,5.0,0,0
521,0.83,0.0,4.06,1,0
522,0.11,0.53,3.32,5,1
523,0.12,0.41,3.03,3,0
524,0.71,0.0,4.9,1,0
525,0.9,0.0,5.0,2,0
526,0.22,0.33,3.77,4,0
527,0.56,0.39,4.29,2,0
528,0.38,0.38,3.62,3,0
529,0.43,0.29,2.33,3,0
530,0.53,0.16,4.44,2,0
531,0.83,0.0,4.01,2,0
532,0.73,0.0,5.0,2,0
533,0.53,0.26,3.77,4,0
534,0.71,0.14,4.27,1,0
535,0.93,0.0,4.9,0,0
536,1.0,0.0,4.81,1,0
537,0.93,0.0,5.0,0,0
538,0.63,0.21,4.73,4,1
539,0.92,0.0,3.96,1,0
540,0.23,0.15,1.95,3,1
541,0.71,0.07,2.7,2,0
542,0.65,0.12,5.0,3,0
543,0.25,0.38,4.07,1,0
544,1.0,0.0,5.0,0,0
545,0.76,0.12,4.48,2,0
546,0.08,0.38,2.39,3,1
547,0.75,0.25,4.01,1,0
548,0.61,0.17,2.88,2,1
549,0.67,0.0,3.87,0,0
550,0.84,0.05,4.3,2,0
551,0.79,0.21,2.4,2,0
552,0.56,0.39,3.06,2,0
553,0.75,0.08,4.72,2,0
554,0.78,0.0,4.6,0,0
555,0.18,0.35,2.47,3,1
556,0.23,0.46,2.05,2,1
557,0.92,0.0,4.84,0,0
558,0.18,0.55,1.63,2,0
559,0.5,0.38,3.6,4,1
560,0.55,0.18,3.87,2,0
561,0.27,0.27,3.76,4,0
562,0.88,0.0,5.0,2,0
563,0.33,0.33,2.85,5,1
564,0.83,0.0,4.29,0,0
565,0.82,0.0,3.74,1,0
566,0.75,0.0,4.94,2,0
567,0.71,0.0,5.0,1,0
568,1.0,0.0,4.14,0,0
569,0.56,0.0,4.6,2,0
570,0.69,0.19,4.78,2,0
571,0.67,0.25,4.2,1,1
572,0.53,0.4,3.35,3,1
573,0.5,0.2,3.9,1,1
574,0.75,0.25,5.0,1,0
575,1.0,0.07,4.68,2,0
576,0.57,0.07,3.73,1,0
577,0.78,0.0,3.76,0,0
578,0.12,0.38,2.86,4,1
579,0.28,0.33,3.16,4,1
580,0.56,0.11,4.18,2,0
581,0.79,0.21,3.49,2,0
582,0.5,0.33,3.26,4,0
583,0.54,0.38,4.3,1,0
584,1.0,0.1,4.39,1,0
585,0.71,0.0,3.85,1,0
586,0.58,0.0,3.51,0,0
587,0.71,0.0,5.0,0,0
588,0.36,0.09,3.36,2,1
589,0.6,0.13,2.76,1,0
590,0.88,0.0,4.7,2,0
591,0.67,0.0,5.0,2,0
592,0.67,0.0,3.59,2,0
593,0.74,0.05,3.72,0,1
594,0.78,0.22,3.65,1,0
595,0.55,0.1,4.49,1,0
596,0.88,0.0,5.0,1,1
597,0.61,0.11,3.41,4,1
598,1.0,0.0,4.22,1,0
599,0.29,0.36,3.51,4,1
600,0.87,0.0,3.97,2,0
601,0.83,0.0,4.81,0,0
602,0.4,0.4,3.38,4,1
603,0.37,0.58,1.0,3,1
604,0.5,0.12,3.58,0,0
605,0.67,0.0,3.67,1,1
606,0.47,0.21,2.55,3,0
607,0.33,0.56,2.09,4,1
608,0.5,0.14,3.31,4,0
609,0.84,0.0,3.85,1,1
610,1.0,0.0,5.0,1,0
611,0.83,0.11,5.0,2,0
612,0.83,0.0,4.18,2,0
613,0.58,0.33,3.91,3,1
614,0.87,0.07,4.03,1,0
615,0.87,0.0,5.0,1,0
616,1.0,0.07,5.0,1,0
617,0.53,0.4,3.52,2,1
618,0.79,0.07,3.92,0,1
619,1.0,0.0,5.0,1,0
620,0.32,0.32,1.82,3,0
621,0.85,0.08,4.53,1,0
622,0.77,0.0,3.98,1,0
623,0.07,0.5,3.19,5,1
624,1.0,0.0,5.0,2,1
625,0.17,0.33,2.83,2,1
626,0.56,0.25,1.73,1,1
627,0.79,0.21,4.86,2,0
628,0.06,0.25,3.03,5,1
629,0.45,0.09,4.57,2,0
630,0.67,0.22,4.06,2,0
631,0.47,0.29,3.89,1,0
632,1.0,0.0,4.43,0,0
633,0.45,0.27,3.4,4,0
634,1.0,0.0,4.21,2,0
635,0.8,0.0,4.5,2,0
636,0.93,0.0,4.35,2,0
637,0.38,0.38,3.47,4,0
638,0.26,0.58,1.98,5,1
639,0.5,0.21,4.48,4,0
640,0.42,0.33,2.91,5,0
641,0.39,0.11,3.07,4,1
642,0.42,0.21,3.51,4,1
643,0.55,0.18,2.39,2,0
644,0.8,0.0,3.78,2,0
645,0.0,0.17,3.27,5,1
646,0.58,0.0,3.73,0,0
647,0.57,0.14,3.22,3,1
648,0.62,0.19,4.04,0,1
649,0.25,0.33,2.98,2,0
650,0.5,0.3,2.95,1,1
651,0.33,0.5,2.74,5,1
652,0.14,0.21,2.79,3,0
653,1.0,0.07,4.87,2,0
654,1.0,0.06,3.8,2,0
655,0.27,0.33,2.87,3,1
656,0.62,0.23,2.94,2,0
657,0.67,0.25,5.0,2,1
658,0.78,0.22,4.56,2,0
659,0.62,0.19,4.12,3,1
660,0.55,0.0,3.74,2,0
661,0.9,0.1,4.48,0,0
662,0.95,0.0,4.46,0,0
663,0.27,0.09,3.23,4,1
664,0.73,0.07,4.76,0,1
665,0.36,0.21,3.25,1,0
666,0.85,0.08,4.11,2,0
667,0.56,0.0,4.45,1,1
668,0.78,0.0,4.5,1,0
669,0.71,0.0,5.0,2,0
670,1.0,0.07,4.07,0,0
671,0.62,0.23,3.4,2,0
672,0.44,0.11,4.24,0,0
673,0.62,0.38,3.55,2,1
674,0.68,0.21,3.91,1,0
675,0.92,0.08,2.93,2,0
676,0.5,0.0,3.74,2,0
677,1.0,0.0,5.0,2,0
678,0.28,0.33,2.68,2,1
679,0.44,0.11,3.84,0,1
680,0.5,0.25,3.33,1,1
681,1.0,0.0,4.27,0,0
682,0.61,0.0,4.18,0,1
683,0.57,0.0,4.42,2,0
684,0.83,0.0,5.0,2,0
685,0.6,0.1,4.04,0,1
686,0.71,0.14,3.31,0,0
687,0.85,0.0,5.0,0,0
688,0.33,0.27,2.38,2,1
689,0.74,0.05,3.21,0,1
690,0.82,0.18,3.53,2,0
691,0.11,0.32,3.28,2,0
692,0.71,0.0,5.0,0,0
693,0.38,0.38,2.72,2,0
694,1.0,0.05,4.08,0,0
695,0.08,0.42,2.48,3,0
696,0.88,0.0,4.65,2,0
697,0.12,0.31,3.13,5,0
698,0.83,0.0,4.05,2,0
699,1.0,0.0,4.79,1,0
700,0.88,0.06,4.41,1,0
701,0.65,0.4,4.36,4,1
702,0.27,0.45,3.6,4,1
703,0.71,0.14,5.0,0,0
704,0.44,0.22,3.68,3,0
705,0.6,0.15,3.56,4,0
706,0.91,0.0,4.86,1,0
707,0.95,0.0,4.41,1,1
708,0.67,0.17,4.78,2,0
709,0.73,0.0,5.0,2,0
710,0.67,0.0,5.0,1,0
711,0.72,0.11,4.46,0,0
712,0.71,0.0,5.0,2,0
713,0.1,0.5,2.18,5,1
714,0.86,0.07,4.35,1,0
715,0.91,0.09,4.67,0,0
716,0.71,0.0,4.47,2,0
717,1.0,0.0,4.65,1,0
718,0.31,0.38,2.77,1,1
719,0.6,0.15,3.77,1,0
720,0.15,0.23,3.97,5,0
721,0.8,0.1,4.7,0,0
722,0.83,0.0,4.22,0,0
723,0.91,0.0,4.29,2,0
724,0.25,0.25,2.43,2,0
725,0.27,0.13,3.2,3,0
726,0.88,0.0,4.79,0,1
727,1.0,0.0,5.0,0,0
728,0.71,0.06,3.99,1,1
729,0.5,0.08,4.52,3,0
730,0.62,0.12,3.99,1,0
731,0.5,0.14,3.62,2,0
732,0.83,0.0,3.98,2,0
733,0.22,0.33,3.18,4,1
734,0.73,0.09,3.82,0,0
735,0.71,0.0,5.0,0,0
736,0.07,0.5,2.53,3,0
737,0.33,0.33,2.55,1,1
738,0.71,0.06,4.05,2,0
739,0.81,0.06,4.59,1,0
740,0.6,0.05,2.69,2,1
741,0.73,0.0,4.07,1,1
742,0.53,0.16,3.62,0,1
743,0.67,0.0,3.26,0,1
744,0.22,0.11,3.14,2,1
745,0.78,0.0,4.84,2,1
746,0.9,0.0,5.0,2,0
747,0.73,0.0,4.14,1,0
748,0.71,0.06,4.52,2,0
749,0.46,0.31,2.38,1,1
750,0.17,0.0,4.18,2,1
751,0.75,0.08,4.44,2,0
752,0.44,0.22,4.49,4,0
753,0.59,0.12,3.97,4,0
754,0.6,0.4,3.73,4,0
755,0.83,0.0,4.8,1,0
756,0.62,0.23,3.38,1,0
757,0.64,0.36,3.32,4,0
758,0.67,0.08,3.67,2,0
759,0.7,0.2,4.26,2,0
760,0.83,0.0,4.05,0,0
761,0.53,0.27,3.6,3,1
762,0.5,0.17,4.18,3,0
763,0.33,0.17,3.68,1,0
764,0.43,0.29,3.42,1,0
765,0.36,0.36,3.27,2,1
766,0.78,0.06,3.11,0,0
767,1.0,0.1,3.36,1,1
768,0.59,0.06,4.08,1,0
769,0.8,0.2,3.28,1,0
770,0.93,0.07,4.91,1,0
771,0.33,0.13,3.27,3,0
772,0.25,0.08,4.3,2,1
773,1.0,0.0,5.0,1,0
774,0.2,0.5,1.83,2,0
